,result,table,_start,_stop,_time,_value,_field,_measurement,eth_block,host,pol_block
,,629,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T14:20:00Z,32022,delta,delta_block_time,14462282,xmev-capture,14462281
,,630,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T08:20:00Z,1,delta,delta_block_time,14460734,xmev-capture,14460734
,,631,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T07:40:00Z,3998,delta,delta_block_time,14460548,xmev-capture,14460547
,,632,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T13:30:00Z,16012,delta,delta_block_time,14462085,xmev-capture,14462084
,,633,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-25T22:30:00Z,15845,delta,delta_block_time,14458089,xmev-capture,14458088
,,634,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T09:00:00Z,36019,delta,delta_block_time,14460892,xmev-capture,14460891
,,635,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T14:20:00Z,16010,delta,delta_block_time,14462308,xmev-capture,14462307
,,636,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T12:40:00Z,3964,delta,delta_block_time,14461853,xmev-capture,14461851
,,637,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T14:30:00Z,3990,delta,delta_block_time,14462353,xmev-capture,14462352
,,638,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T07:50:00Z,24007,delta,delta_block_time,14460591,xmev-capture,14460590
,,639,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T08:10:00Z,3,delta,delta_block_time,14460690,xmev-capture,14460690
,,640,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T14:10:00Z,1,delta,delta_block_time,14462251,xmev-capture,14462251
,,641,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T09:40:00Z,7953,delta,delta_block_time,14461058,xmev-capture,14461057
,,642,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T13:50:00Z,4025,delta,delta_block_time,14462162,xmev-capture,14462161
,,643,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T13:30:00Z,16,delta,delta_block_time,14462065,xmev-capture,14462065
,,644,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T08:30:00Z,12027,delta,delta_block_time,14460753,xmev-capture,14460752
,,645,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T11:40:00Z,11,delta,delta_block_time,14461600,xmev-capture,14461600
,,646,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T10:10:00Z,16013,delta,delta_block_time,14461189,xmev-capture,14461188
,,647,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T11:40:00Z,8019,delta,delta_block_time,14461598,xmev-capture,14461597
,,648,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T16:50:00Z,12007,delta,delta_block_time,14462966,xmev-capture,14462965
,,649,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T09:30:00Z,2,delta,delta_block_time,14461023,xmev-capture,14461023
,,650,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T10:10:00Z,9,delta,delta_block_time,14461200,xmev-capture,14461200
,,651,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T12:50:00Z,27,delta,delta_block_time,14461904,xmev-capture,14461904
,,652,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T16:30:00Z,32001,delta,delta_block_time,14462898,xmev-capture,14462897
,,653,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T10:20:00Z,3979,delta,delta_block_time,14461246,xmev-capture,14461245
,,654,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T09:50:00Z,3976,delta,delta_block_time,14461114,xmev-capture,14461113
,,655,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T12:20:00Z,35992,delta,delta_block_time,14461755,xmev-capture,14461753
,,656,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T10:10:00Z,1,delta,delta_block_time,14461208,xmev-capture,14461208
,,657,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T07:50:00Z,16013,delta,delta_block_time,14460608,xmev-capture,14460607
,,658,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T12:50:00Z,40018,delta,delta_block_time,14461882,xmev-capture,14461880
,,659,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T13:40:00Z,16052,delta,delta_block_time,14462127,xmev-capture,14462126
